 против 	 against 	 preposition 
 капитал 	 capital ; working capital 	 business 
 закон 	 regulation ; ordinance 	 economics 
 каменоломня 	 pit ; quarry ; stone pit 	 geology 
 правитель 	 governor 	 profession 
 среднее 	 average ; norm 	 mathematics 
 Кардифф 	 Cardiff 	 city 
 средство для борьбы с вредителями ; пестицид 	 pesticide 	 agriculture 
 Сибелиус, Ян 	 Sibelius ; Jean Sibelius ; Johan Julius Christian Sibelius 	 person 
 жевать 	 chew ; masticate ; manducate ; jaw 	
 копыто 	 hoof 	
 гость 	 visitor ; visitant 	
 иллюзия 	 magic trick ; conjuring trick ; trick ; magic ; legerdemain ; conjuration ; thaumaturgy ; illusion ; deception 	
 доблестный ; храбрый 	 valiant ; valorous 	 descriptive_adjectives 
 Монтеверди, Клаудио Джованни Антонио 	 Monteverdi ; Claudio Monteverdi 	 person 
 Эхнатон 	 Akhenaton ; Akhenaten ; Ikhanaton ; Amenhotep IV 	
 Машина Тьюринга 	 Turing machine 	 device 
 опасение 	 apprehension ; apprehensiveness ; dread 	
 образец ; верх совершенства 	 ideal ; paragon ; nonpareil ; saint ; apotheosis ; nonesuch ; nonsuch 	 mathematics 
 читатель 	 reader 	 profession 
 научный метод 	 scientific method 	
 методология 	 methodology 	 management 
 лак 	 varnish 	 construction 
 турбина 	 turbine 	 device 
 пятно ; позор 	 smudge ; spot ; blot ; daub ; smear ; smirch ; slur 	
 господин ; сэр ; сударь 	 sir 	 man 
 Цельсий, Андерс 	 Celsius ; Anders Celsius 	 person 
 Гибсон, Мел 	 Gibson ; Mel Gibson ; Mel Columcille Gerard Gibson 	
 Гамлет 	 Hamlet 	
 равенство 	 equality ; equivalence ; equation ; par 	 position 
 Караваджо 	 Caravaggio ; Michelangelo Merisi da Caravaggio 	 person 
 Баухауз 	 Bauhaus 	
 Аминь 	 Amen ; Amon ; Amun 	
 Пуату — Шарант 	 Poitou-Charentes ; Poitou 	
 чистый 	 pure 	 chemistry 
 петрология 	 petrology ; lithology 	
 утомлённый ; усталый 	 aweary ; weary 	
 грот ; пещера 	 grotto ; grot 	
 airbus 	 airbus 	
 этан 	 ethane ; C2H6 	 chemistry 
 нянька ; няня 	 nurse 	 profession 
 медитация 	 meditation 	
 Окленд 	 Auckland 	 city 
 изготовлять ; выделывать ; фабриковать ; производить 	 manufacture ; fabricate ; construct 	 make 
 Брежнев, Леонид Ильич 	 Brezhnev ; Leonid Brezhnev ; Leonid Ilyich Brezhnev 	 person 
 дательный падеж 	 dative ; dative case 	 linguistics 
 действительность ; реальность 	 world ; reality 	
 тыква 	 pumpkin 	 vegetable 
 тербий 	 terbium ; Tb ; atomic number 65 	 chemistry 
 рентгений 	 roentgenium ; Rg ; element 111 ; atomic number 111 	 chemical element 
 Остров Норфолк 	 Norfolk Island 	
 олений ; олень 	 caribou ; reindeer ; Greenland caribou ; Rangifer tarandus 	 animal 
 агентство 	 agency 	 finance 
 стоматология 	 dentistry ; dental medicine ; odontology 	
 Берлиоз, Гектор 	 Berlioz ; Hector Berlioz ; Louis-Hector Berlioz 	 person 
 прощение 	 forgiveness ; pardon 	 religion 
 учреждение ; заведение 	 institution ; establishment 	 society 
 Ютландия 	 Jutland ; Jylland 	
 буколика 	 peasant ; provincial ; bucolic 	 history 
 клейкий 	 adhesive material ; adhesive agent ; adhesive 	 material 
 самарий 	 samarium ; Sm ; atomic number 62 	 chemistry 
 осадочные горные породы 	 sedimentary rock 	
 статья ; пункт 	 article ; clause 	 linguistics 
 мейтнерий 	 meitnerium ; Mt ; element 109 ; atomic number 109 	 chemical element 
 улей 	 beehive ; hive 	 world 
 отчаяние 	 despair ; desperation 	 condition 
 Хаксли, Олдос Леонард 	 Huxley ; Aldous Huxley ; Aldous Leonard Huxley 	 person 
 скворец 	 starling 	 animal 
 дармштадтий 	 darmstadtium ; Ds ; element 110 ; atomic number 110 	 chemical element 
 керосин 	 kerosene ; kerosine ; lamp oil ; coal oil 	
 глухота 	 deafness ; hearing loss 	
 ломать(ся) ; разбивать(ся) 	 break 	 verb 
 берклий 	 berkelium ; Bk ; atomic number 97 	 chemistry 
 Федеральное бюро расследований 	 Federal Bureau of Investigation ; FBI 	
 синица 	 titmouse ; tit 	 animal 
 биогеография 	 biogeography 	
 династия 	 dynasty 	
 вылечивать 	 bring around ; cure ; heal 	 health 
 арена 	 arena 	 area 
 полевой госпиталь 	 ambulance 	 transport 
 от veterinary surgeon 	 veterinarian ; veterinary ; veterinary surgeon ; vet 	 profession 
 антилопа 	 antelope 	 animal 
 саранча перелётная или обыкновенная 	 locust 	 animal 
 Киссинджер, Генри Альфред 	 Kissinger ; Henry Kissinger ; Henry Alfred Kissinger 	
 походка ; поступь 	 pace ; stride ; tread 	 fitness 
 амин 	 amine ; aminoalkane 	 chemistry 
 керамика 	 ceramic 	
 тина ; ил 	 sludge ; slime ; goo ; goop ; gook ; guck ; gunk ; muck ; ooze 	 ecology 
 глобальная сеть 	 wide area network ; WAN 	 computers 
 надежда 	 hope 	 religion 
 интересный 	 interesting 	 adjective 
 Хубилай 	 Kublai Khan ; Kubla Khan ; Kublai Kaan 	 person 
 сенат 	 senate 	
 Тегусигальпа 	 Tegucigalpa ; Honduran capital 	 city 
 дыра ; прореха 	 rent 	 accounting 
 морская звезда 	 starfish ; sea star 	 animal 
 прихожая ; вестибюль ; передняя 	 anteroom ; antechamber ; entrance hall ; hall ; foyer ; lobby ; vestibule 	 house 
 вегетарианство 	 vegetarianism 	
 хассий 	 hassium ; Hs ; element 108 ; atomic number 108 	 chemical element 
 чувствительный 	 sensitive ; sore ; raw ; tender 	 character 
 Печь 	 Fornax 	 constellation 
 модерн 	 art nouveau 	
 защищать 	 protect 	 fitness 
 трахея 	 trachea ; windpipe 	 anatomy 
 очерк ; набросок ; этюд 	 essay 	 literature 
 дружелюбный 	 friendly 	 adjective 
 экспорт 	 export ; exportation 	 transport 
 неметаллы 	 nonmetal 	 chemical element 
 прославленный ; известный ; знаменитый 	 celebrated ; famed ; far-famed ; famous ; illustrious ; notable ; noted ; renowned 	 descriptive_adjectives 
 руководитель ; глава 	 heading ; header ; head 	 computers 
 Авиценна 	 Avicenna ; ibn-Sina ; Abu Ali al-Husain ibn Abdallah ibn Sina 	
 интрасеть 	 intranet 	 computers 
 руководитель ; вдохновитель 	 genius ; mastermind ; brain ; brainiac ; Einstein 	
 мягкий ; терпимый 	 indulgent ; lenient ; soft 	 character 
 амфитеатр 	 amphitheater ; amphitheatre ; coliseum 	
 олива ; маслина 	 olive ; European olive tree ; Olea europaea 	 food 
 проказа 	 leprosy ; Hansen's disease 	 medicine 
 фуражка 	 cap 	 clothes 
 шторм 	 gale 	 weather 
 кресло 	 armchair 	
 цитоплазма 	 cytoplasm ; cytol 	 biology 
 цельный ; целый 	 entire ; full ; total 	 logistics 
 предостерегать 	 warn 	
 Йом-Кипур 	 Yom Kippur ; Day of Atonement 	
 властный человек ; деспот 	 tyrant ; autocrat ; despot 	 military 
 Претория 	 Pretoria ; capital of South Africa 	 capital_city 
 слизь 	 mucus ; mucous secretion 	 medicine 
 оптимизм 	 optimism 	 character 
 автономия ; самоуправление 	 autonomy ; liberty 	 law 
 площадка для игр 	 playground 	 travelling 
 растворитель 	 solvent ; dissolvent ; dissolver ; dissolving agent ; resolvent 	 chemistry 
 обращение ; апострофа 	 apostrophe 	 linguistics 
 сливать(ся) ; соединять(ся) 	 unite ; unify ; merge 	 alter 
 Атлас 	 Atlas Mountains 	
 господин ; повелитель ; лорд 	 overlord ; master ; lord 	 profession 
 русский 	 Russian 	
 парнокопытные 	 even-toed ungulate ; artiodactyl ; artiodactyl mammal 	 mammal 
 кукушка 	 cuckoo 	 animal 
 Дакка 	 Dhaka ; Dacca ; capital of Bangladesh 	 capital_city 
 суффикс 	 suffix ; postfix 	 linguistics 
 Еврейский алфавит 	 Hebrew alphabet ; Hebraic alphabet ; Hebrew script 	
 сиборгий 	 seaborgium ; Sg ; element 106 ; atomic number 106 	 chemical element 
 отталкивающий ; отвратительный ; противный 	 atrocious ; frightful ; horrifying ; horrible ; ugly 	
 детский сад 	 kindergarten 	
 Альфа Центавра 	 Alpha Centauri ; Rigil Kent ; Rigil 	
 Ли, Брюс 	 Lee ; Bruce Lee ; Lee Yuen Kam 	 person 
 издержки ; расход 	 outgo ; spending ; expenditure ; outlay 	 manufacturing 
 яйцо 	 ovum ; egg cell 	 biology 
 монооксид углерода 	 carbon monoxide ; carbon monoxide gas ; CO 	
 национальность 	 nationality 	 position 
 Дункан, Айседора 	 Duncan ; Isadora Duncan 	 person 
 Аконкагуа 	 Aconcagua 	
 ствол 	 trunk ; tree trunk ; bole 	 biology 
 отделение 	 compartment 	 room 
 воскресение 	 resurrection 	
 излучение 	 radiation 	 physics 
 Тейлор, Закари 	 Taylor ; Zachary Taylor ; President Taylor 	 person 
 Астрахань 	 Astrakhan 	
 исключение 	 exception 	 real_estate 
 восхитительный ; прелестный 	 adorable ; endearing ; lovely 	 character 
 Пернамбуку 	 Recife ; Pernambuco 	 city 
 хлорид натрия 	 sodium chloride ; common salt 	 chemistry 
 начальник ; командир 	 commanding officer ; commandant ; commander 	 military 
 Карпаты 	 Carpathians ; Carpathian Mountains 	
 бикини 	 bikini ; two-piece 	 sex 
 Исида 	 Isis 	
 Шампань-Арденны 	 Champagne ; Champagne-Ardenne 	
 охота 	 pursuit ; chase ; pursual ; following 	 motion 
 первый поселенец или исследователь ; пионер 	 pioneer 	
 осада 	 siege ; besieging ; beleaguering ; military blockade 	 military 
 сонет 	 sonnet 	 literature 
 бут ; рваный камень ; булыжник 	 debris ; dust ; junk ; rubble ; detritus 	
 движение ; продвижение 	 progress ; progression ; advance 	 manufacturing 
 фотограф 	 photographer ; lensman 	 profession 
 запрещение ; вето 	 veto 	 law 
 глава 	 chapter 	 linguistics 
 DOS 	 DOS ; disk operating system 	 computers 
 лечебница ; клиника 	 clinic 	 health 
 Ассирия 	 Assyria 	
 Франциск Ассизский 	 Francis of Assisi ; Saint Francis of Assisi ; St. Francis of Assisi ; Saint Francis ; St. Francis ; Giovanni di Bernardone 	 person 
 яд 	 venom 	 biology 
 сустав 	 joint ; articulation ; articulatio 	 anatomy 
 куда-нибудь ; где-нибудь 	 somewhere ; someplace 	
 Карнатака 	 Karnataka ; Mysore 	
 разговор 	 conversation 	 management 
 Кишечнополостные 	 Cnidaria ; phylum Cnidaria ; Coelenterata ; phylum Coelenterata 	
 благочестивый ; набожный 	 pious 	
 древний 	 ancient 	
 грация 	 grace ; good will ; goodwill 	 character 
 противоядие 	 antidote ; counterpoison 	 medicine 
 приятель ; товарищ 	 buddy ; brother ; chum ; crony ; pal ; sidekick 	
 сито ; решето 	 sieve ; screen 	 device 
 бездельник ; мошенник 	 rogue ; knave ; rascal ; rapscallion ; scalawag ; scallywag ; varlet 	 police 
 социолингвистика 	 sociolinguistics 	
 Ташкент 	 Tashkent ; Taskent ; capital of Uzbek 	 capital_city 
 Эразм Роттердамский 	 Erasmus ; Desiderius Erasmus ; Gerhard Gerhards ; Geert Geerts 	 person 
 Эпикур 	 Epicurus 	
 сук 	 bough 	 tree 
 напильник 	 file 	 object 
 коллаж 	 collage ; montage 	 art 
 этнография 	 ethnography ; descriptive anthropology 	
 Гранада 	 Granada 	
 словарь 	 vocabulary ; lexicon ; mental lexicon 	 linguistics 
 сиять ; лучезарно улыбаться 	 shine ; beam 	
 практика 	 practice 	 art 
 предисловие 	 foreword ; preface ; prolusion 	 literature 
 происходящий 	 real ; existent 	 adjective 
 Ченнаи 	 Chennai ; Madras 	 city 
 Аделаида 	 Adelaide 	
 путешествие 	 trip 	 transport 
 зрение 	 sight 	
 критик 	 critic 	 profession 
 Еврипид 	 Euripides 	
 Канны 	 Cannes 	 city 
 сфинкс 	 sphinx 	
 чемодан 	 trunk 	 automobiles 
 одинокий 	 lone ; lonesome ; only ; sole ; solitary 	 descriptive_adjectives 
 раввин 	 rabbi 	 profession 
 объект или результат перцепции 	 percept ; perception ; perceptual experience 	 economics 
 зло 	 evil 	
 Сикким 	 Sikkim 	
