 tai 	 against 	 preposition 
 fuminsho_ 	 wakefulness ; sleeplessness 	
 to_itsu 	 uniformity ; uniformness 	
 ingyo_ 	 signet 	
 ben 	 body waste ; excretion ; excreta ; excrement ; excretory product 	
 takamari 	 rise 	 growth 
 mikeiken 	 inexperience ; rawness 	
 kanyu_ 	 entrance fee ; admission ; admission charge ; admission fee ; admission price ; price of admission ; entrance money 	
 arasowarenai 	 incontestable ; indisputable ; undisputable 	
 chinseki 	 bedclothes ; bed clothing ; bedding 	
 katakake 	 shawl 	 fashion 
 jissho_teki 	 empirical ; empiric 	
 kamaeru 	 raise ; erect ; rear ; set up ; put up 	 make 
 don'yoku 	 avarice ; avariciousness ; covetousness ; cupidity 	
 tamenteki 	 versatile 	 descriptive_adjectives 
 suitei 	 presumption 	 law 
 eppei 	 parade 	 military 
 kiki 	 displeasure 	
 go_do_ 	 amalgamation ; merger ; uniting 	 accounting 
 koko_ 	 subsistence 	
 utomashii 	 adverse ; inauspicious ; untoward 	
 taida 	 faineance ; idleness 	
 zadankai 	 symposium 	
 kaikaku 	 reclamation ; reformation 	
 fukekomu 	 senesce ; age ; get on ; mature ; maturate 	
 musansha 	 proletarian ; prole ; worker 	 profession 
 keimusho 	 penitentiary ; pen 	
 ninju_ 	 submission ; compliance 	 career 
 dokoka 	 anywhere ; anyplace 	
 kyakuhon 	 scenario 	
 himei 	 scream ; screaming ; shriek ; shrieking ; screech ; screeching 	 call 
 yunyo_kan 	 ureter 	 channel 
 zo_yo 	 contribution ; donation 	 career 
 uiuishii 	 artless 	
 senrei 	 bright 	
 ininjo_ 	 proxy 	 finance 
 ju_nan 	 lissome ; lissom ; lithe ; lithesome ; slender ; supple ; svelte ; sylphlike 	
 ita 	 control panel ; instrument panel ; control board ; board ; panel 	 device 
 kikori 	 lumberman ; lumberjack ; logger ; feller ; faller 	 profession 
 kanpu 	 adulterer ; fornicator 	 sex 
 zentai 	 entirety ; entireness ; integrality ; totality 	
 tachimawari 	 hassle ; scuffle ; tussle ; dogfight ; rough-and-tumble 	 military 
 iihiraki 	 justification 	
 gu_iteki 	 allegorical ; allegoric 	 mythology 
 fugainai 	 cowardly ; fearful 	
 honeyasume 	 relaxation ; loosening ; slackening 	
 teion 	 bass 	 music 
 fumeiro_ 	 unclear 	
 kuchibue 	 whistle ; whistling 	 music 
 banno_yaku 	 panacea ; nostrum ; catholicon ; cure-all 	 health 
 kakkaku 	 glorious 	
 seibun 	 component ; constituent ; element 	 linguistics 
 makeinu 	 loser ; also-ran 	
 josu_ 	 divisor 	 mathematics 
 yunyu_ 	 importing ; importation 	 transport 
 yabu 	 scrub ; chaparral ; bush 	 nature 
 senkotsu 	 sacrum 	 anatomy 
 furui 	 antique ; demode ; ex ; old-fashioned ; old-hat ; outmoded ; passe ; passee 	 fashion 
 sueosoroshii 	 baleful ; forbidding ; menacing ; minacious ; minatory ; ominous ; sinister ; threatening 	
 futsu_denai 	 abnormal ; unnatural 	 health 
 sugisaru 	 travel by ; pass by ; surpass ; go past ; go by ; pass 	 go 
 ichirokuginko_ 	 pawnbroker's shop ; pawnshop ; loan office 	 store 
 senpu_ 	 whirlwind 	 nature 
 oiran 	 concubine ; courtesan ; doxy ; paramour 	 sex 
 to_heki 	 kleptomania 	
 hikanteki 	 pessimistic 	 psychology 
 gensai 	 decrease ; lessening ; drop-off 	 change 
 shinkeinonibui 	 insensitive 	
 tsujitsuma 	 consistency ; consistence ; eubstance ; body 	 property 
 dashu 	 coxswain ; cox 	
 hyo_ketsu 	 freeze ; freezing 	 physics 
 haraikiyomeru 	 purify ; sublimate ; make pure ; distill 	
 yo_jinbo_ 	 bodyguard ; escort 	 profession 
 nikushu 	 sarcoma 	 medicine 
 uro 	 detour ; roundabout way 	
 kakugo 	 resoluteness ; firmness ; firmness of purpose ; resolve ; resolution 	 trait 
 datesha 	 dandy ; dude ; fop ; gallant ; sheik ; beau ; swell ; fashion plate ; clotheshorse 	 man 
 tatsu 	 elapse ; lapse ; pass ; slip by ; glide by ; slip away ; go by ; slide by ; go along 	
 handan 	 adjudication 	 law 
 toseinin 	 gambler 	 individual 
 ko_ji 	 leaven ; leavening 	
 go_tan 	 boldness ; nerve ; brass ; face ; cheek 	
 kyokuin 	 clerk 	 profession 
 iki 	 freshness 	
 so_bashi 	 speculator ; plunger 	 business 
 furan 	 decay ; decomposition 	 mathematics 
 minshuka 	 democratization ; democratisation 	
 migatte 	 selfishness 	
 renketsuki 	 coupling ; coupler 	 device 
 encho_ 	 elongation ; extension 	
 cho_ho_kei 	 oblong 	 geometry 
 saiko_ 	 revival ; resurgence ; revitalization ; revitalisation ; revivification 	
 kyu_meitei 	 lifeboat 	
 fukugenryoku 	 stability ; stableness 	 mathematics 
 ko_yaku 	 plaster ; adhesive plaster ; sticking plaster 	 health 
 suiron 	 inference ; illation 	 literature 
 yasuri 	 rasp ; wood file 	 technology 
 suichoku 	 perpendicular 	 art 
 shu_toku 	 finding 	 object 
 kyu_suisen 	 hydrant 	
 tanzuru 	 deplore ; lament ; bewail ; bemoan 	
 iitsukeru 	 direct 	 manufacturing 
 tencho_ 	 modulation 	
 hakimono 	 footwear ; footgear 	 covering 
 ugokasu 	 operate ; run 	
 sasu 	 sting ; bite ; prick 	
 junrei 	 pilgrimage ; pilgrim's journey 	
 daigensui 	 commander in chief ; generalissimo 	 military 
 seifukusha 	 conqueror ; vanquisher 	
 seihen 	 coup d'etat ; coup ; putsch ; takeover 	 military 
 sentakuken 	 option 	 accounting 
 honmei 	 front-runner ; favorite ; favourite 	 sports 
 hirogeru 	 broaden 	
 terekusai 	 embarrassing ; mortifying 	
 sukimono 	 dabbler ; dilettante ; sciolist 	
 rikoshugisha 	 egotist ; egoist ; swellhead 	
 kyo_tai 	 flirt ; flirting ; flirtation ; coquetry ; dalliance ; toying 	 play 
 mago 	 grandchild 	 issue 
 fujinkai 	 gynecologist ; gynaecologist ; woman's doctor 	 profession 
 shufu 	 housewife ; homemaker ; lady of the house ; woman of the house 	 profession 
 do_in 	 mobilization ; mobilisation ; militarization ; militarisation 	 military 
 sho_shi 	 encomium ; eulogy ; panegyric ; paean ; pean 	
 iori 	 hermitage 	
 raku 	 ease ; easiness ; simplicity ; simpleness 	 mathematics 
 buzen 	 amazed ; astonied ; astonished ; astounded ; stunned 	
 musubitsukeru 	 compound ; combine 	
 aiko_sha 	 enthusiast ; partisan ; partizan 	 supporter 
 ko_geki 	 offense ; offence ; offensive 	 law 
 nyu_ko_ 	 matriculation ; matric 	
 kizu 	 incision ; scratch ; prick ; slit ; dent 	
 kaishun 	 attrition ; contrition ; contriteness 	
 ho_ben 	 expedient 	 agency 
 enjukushita 	 mature 	
 meshiageru 	 impound ; attach ; sequester ; confiscate ; seize 	 police 
 hanadji 	 nosebleed ; epistaxis 	
 meshibe 	 pistil 	
 zoku 	 burglar 	
 korikatamaru 	 clot ; coagulate 	 change state 
 saru 	 leave ; go forth ; go away 	
 otoroeru 	 decline 	
 junzentaru 	 arrant ; complete ; consummate ; double-dyed ; everlasting ; gross ; perfect ; pure ; sodding ; stark ; staring ; thoroughgoing ; utter ; unadulterated 	
 ko_kan 	 interchange ; reciprocation ; give-and-take 	
 teitaku 	 mansion ; mansion house ; manse ; hall ; residence 	
 gengakusha 	 pedant ; bookworm ; scholastic 	
 ririshii 	 chivalrous ; gallant ; knightly 	 descriptive_adjectives 
 eiga 	 luster ; lustre ; brilliancy ; splendor ; splendour 	 photography 
 haki 	 revocation 	 accounting 
 mure 	 bevy 	
 suiryoku 	 push ; thrust 	 physics 
 hikage 	 sunlight ; sunshine ; sun 	 light 
 taika 	 degeneration ; devolution 	 physical process 
 hyakunensai 	 centennial ; centenary 	
 mitomeru 	 comment ; notice ; remark ; point out 	
 shimiru 	 percolate ; sink in ; permeate ; filter 	 statistics 
 bunri 	 segregation ; sequestration 	
 gunshi 	 strategist ; strategian 	 military 
 ko_jo 	 subtraction ; deduction 	 mathematics 
 keibo_ 	 truncheon ; nightstick ; baton ; billy ; billystick ; billy club 	 weapon 
 hinkan 	 destitution 	
 ranzatsu 	 clutter ; jumble ; muddle ; fuddle ; mare's nest ; welter ; smother 	 disorder 
 uriage 	 return ; issue ; take ; takings ; proceeds ; yield ; payoff 	 business 
 semekomu 	 invade ; occupy 	 attack 
 kanoko 	 fawn 	 animal 
 kaisen 	 pipeline ; line 	 construction 
 baisenzai 	 mordant 	 color 
 warabi 	 bracken ; pasture brake ; brake ; Pteridium aquilinum 	 fern 
 shisan 	 assets 	 accounting 
 kannen 	 resignation 	
 nanshitsu 	 softness 	
 sento_ 	 steeple ; spire 	
 takuitsuteki 	 alternate ; alternative ; substitute 	
 kaibo_ 	 autopsy ; necropsy ; postmortem ; post-mortem ; PM ; postmortem examination ; post-mortem examination 	 medicine 
 saidai 	 maximal ; maximum 	 manufacturing 
 kyu_konsha 	 suitor ; suer ; wooer 	
 funayoi 	 seasickness ; mal de mer ; naupathia 	
 namakemono 	 sloth ; tree sloth 	 animal 
 kaifuku 	 rehabilitation 	 medicine 
 ko_etsu 	 revision ; alteration 	
 shakufu 	 waitress 	 profession 
 yu_yo 	 postponement ; deferment ; deferral 	
 shu_shuku 	 contraction ; muscular contraction ; muscle contraction 	
 oriito 	 strand 	 line 
 shizushizu 	 quietly 	
 wairo 	 bribe ; payoff 	
 nikkanteki 	 animal ; carnal ; fleshly ; sensual 	
 nishiki 	 brocade 	 material 
 michishirube 	 signpost ; guidepost 	
 bo_gi 	 plot ; secret plan ; game 	
 jinruigakusha 	 anthropologist 	 profession 
 shigyakusei 	 sadism 	 sex 
 sanaka 	 midst ; thick 	
 cho_kyu_ 	 perpetuity ; sempiternity 	 finance 
 mochi 	 lastingness ; durability ; enduringness ; strength 	 transport 
 irotsuya 	 complexion ; skin color ; skin colour 	 color 
 setomono 	 earthenware 	
 jinzo_kenshi 	 rayon 	 material 
 chitai 	 folly ; foolishness ; unwiseness 	 trait 
 sokubaku 	 dressing ; bandaging ; binding 	
 keshiin 	 postmark 	 mark 
 teikokushugiteki 	 imperialistic ; imperialist 	
 kanchi 	 craft ; craftiness ; cunning ; foxiness ; guile ; slyness ; wiliness 	
 zetchixyou 	 vertex ; peak ; apex ; acme 	 mathematics 
 ko_ken 	 efficacy ; efficaciousness 	 automobiles 
 yu_ko_ 	 effectiveness ; effectivity ; effectualness ; effectuality 	 automobiles 
 nitteihyo_ 	 agenda ; docket ; schedule 	 construction 
 hofuru 	 butcher ; slaughter 	
 izakaya 	 public house ; pub ; saloon ; pothouse ; gin mill ; taphouse 	
 nito_kin 	 biceps 	 anatomy 
 fukan'you 	 intolerance 	
 ko_yu 	 pomade ; pomatum 	
 kishido_ 	 chivalry ; knightliness 	 history 
 udemae 	 adeptness ; adroitness ; deftness ; facility ; quickness 	 manufacturing 
 fukuzatsu 	 complexity ; complexness 	 marketing 
 ko_dokusha 	 subscriber ; reader 	
 keizai 	 economy ; thriftiness 	 economics 
 himan 	 fatness ; fat ; blubber ; avoirdupois 	
 do_tokuteki 	 ethical 	 character 
 mo_saikekkan 	 capillary ; capillary vessel 	 anatomy 
 sho_dokuki 	 autoclave ; sterilizer ; steriliser 	
 yu_rankyaku 	 sightseer ; excursionist ; tripper ; rubberneck 	
 yo_sei 	 fairy ; faery ; faerie ; fay ; sprite 	 mythology 
 ruigo 	 synonym ; equivalent word 	 linguistics 
 shokikyoku 	 secretariat ; secretariate 	
 haitoku 	 immorality 	 quality 
 dasso_hei 	 deserter ; defector 	 military 
 tadashigaki 	 provision ; proviso 	 condition 
 kanso_ 	 contemplation ; reflection ; reflexion ; rumination ; musing ; thoughtfulness 	 religion 
 zeijaku 	 fragility ; breakability ; frangibleness ; frangibility 	
 ryu_yo_ 	 embezzlement ; peculation ; defalcation ; misapplication ; misappropriation 	
 fuketsudan 	 irresoluteness ; irresolution 	 trait 
 kaicho_ 	 music ; euphony 	 music 
 tekifuteki 	 suitability ; suitableness 	 quality 
 asakuzu 	 oakum 	 substance 
 bunretsu 	 schism ; split 	 division 
 futsugo_ 	 inconvenience ; incommodiousness 	
 go_do_ 	 congruity ; congruousness ; congruence 	 mathematics 
 kudoi 	 long-winded ; tedious ; verbose ; windy ; wordy 	
 hanajiru 	 snot 	
 ijaku 	 indigestion ; dyspepsia ; stomach upset ; upset stomach 	 medicine 
 zendo_ 	 peristalsis ; vermiculation 	 activity 
 reisetsu 	 decorum ; decorousness 	
 habuku 	 conserve ; husband ; economize ; economise 	 economics 
 yu_sen 	 precedence ; precedency ; priority 	
 ko_sei 	 correction ; rectification 	 transport 
 yokuyo_ 	 intonation ; modulation ; pitch contour 	 linguistics 
 undo_ 	 exercise ; exercising ; physical exercise ; physical exertion ; workout 	 fitness 
 nio_ 	 reek ; stink 	
 mondori 	 somersault ; somerset ; summersault ; summerset ; somersaulting ; flip 	
 keibauma 	 racehorse ; race horse ; bangtail 	
 to_kasei 	 transparency ; transparence ; transparentness 	 photography 
 jintai 	 ligament 	 anatomy 
 shukaku 	 drinker ; imbiber ; toper ; juicer 	
 kimagure 	 flightiness ; arbitrariness ; whimsicality ; whimsy ; whimsey ; capriciousness 	
 chu_shakusha 	 observer ; commentator 	
 ueru 	 grow 	
 fuchu_i 	 inattention 	
 shitabae 	 underbrush ; undergrowth ; underwood 	
 sho_nikai 	 baby doctor ; pediatrician ; pediatrist ; paediatrician 	 profession 
 suritsubusu 	 grind ; mash ; crunch ; bray ; comminute 	
 susamajii 	 amazing ; awe-inspiring ; awesome ; awful ; awing 	 descriptive_adjectives 
 chikyo_ 	 isthmus 	 land 
 kenkyaku 	 fencer ; swordsman 	
 rironka 	 theorist ; theoretician ; theorizer ; theoriser ; idealogue 	
 enryobukai 	 reserved 	
 shiharaino_ryoku 	 solvency 	 accounting 
 uwappari 	 duster ; gaberdine ; gabardine ; smock ; dust coat 	
 yu_hen 	 masterpiece ; chef-d'oeuvre 	
 kakariai 	 engagement ; participation ; involvement ; involution 	 accounting 
 ho_chi 	 fief ; feoff 	 history 
 tsukaite 	 prodigal ; profligate ; squanderer 	
 hainyo_ 	 micturition ; urination 	
 genkaku 	 sternness ; strictness 	
 suisen 	 waterline ; water line ; water level 	 line 
 rihan 	 alienation ; disaffection ; estrangement 	
 shitsurei 	 discourtesy ; rudeness 	
 rikaku 	 isolation 	
 sukuinushi 	 savior ; saviour ; rescuer ; deliverer 	
 keika 	 termination ; expiration ; expiry 	 end 
 uchikiru 	 abort 	 end 
 kanso_gaku 	 countenance ; physiognomy ; phiz ; visage ; kisser ; smiler ; mug 	
 kiriko 	 facet 	
 to_keiteki 	 statistical 	
 seitaikaibo_ 	 vivisection 	 operation 
 iebae 	 housefly ; house fly ; Musca domestica 	 animal 
 taimatsu 	 flambeau 	
 akesuke 	 blunt ; candid ; forthright ; frank ; free-spoken ; outspoken ; plainspoken ; point-blank ; straight-from-the-shoulder 	 character 
 shokutsu_ 	 epicure ; gourmet ; gastronome ; bon vivant ; epicurean ; foodie 	
 manugareru 	 elude ; evade ; bilk 	
 sonshoku 	 inferiority ; lower status ; lower rank 	
 tomonari 	 resonance 	 physics 
 sho_tai 	 platoon 	 military 
 kyakudane 	 clientele ; patronage ; business 	 career 
 nyu_ryokujo_ho_ 	 input signal ; input 	
 kyojin 	 giant ; goliath ; behemoth ; monster ; colossus 	 mythology 
 shuppon 	 elopement 	
 furanki 	 incubator ; brooder 	
 sai 	 flair ; genius 	 management 
 kitaeru 	 anneal ; temper ; normalize 	 mechanical_engineering 
 go_rika 	 rationalization ; rationalisation 	 accounting 
 sumika 	 hideout ; hideaway ; den 	 travelling 
 uketomeru 	 catch ; grab ; take hold of 	 verb 
 ho_ki 	 renunciation ; renouncement 	
 ho_ki 	 abandonment ; forsaking ; desertion 	 law 
 to_ko_ki 	 flood ; floodlight ; flood lamp ; photoflood 	 light 
 benmukan 	 commissioner 	
 sho_bi 	 urgency 	
 kessensho_ 	 thrombosis 	 medicine 
 makihige 	 tendril 	
 denri 	 ionization ; ionisation 	 action 
 rindo_ 	 gentian 	 flower 
 fukko_ 	 reconstruction 	 linguistics 
 kyosei 	 bluff 	
 ko_fuku 	 blessedness ; beatitude ; beatification 	 religion 
 rironteki 	 theoretical ; theoretic 	 physics 
 rittaiteki 	 cubic ; three-dimensional 	 photography 
 yu_hodo_ 	 esplanade 	
 chin'atsu 	 subjugation ; subjection 	
 suisokabutsu 	 hydride 	 chemistry 
 chinseizai 	 sedative ; sedative drug ; depressant ; downer 	 medication 
 tonso_kyoku 	 fugue 	 music 
 senritsu 	 tremor ; shudder 	 nature 
 katsu 	 cut ; cutting 	 division 
 fu_kiri 	 premiere 	
 namazu 	 catfish ; siluriform fish 	 animal 
 ho_kakyo_ 	 pyromania 	
 atsuryokukei 	 manometer 	 device 
 tatenaosu 	 reorganize ; reorganise ; shake up 	
 shinreijutsu 	 spiritualism 	
 reizoku 	 subordination 	 linguistics 
 nuime 	 suture 	 medicine 
 kanateko 	 crowbar ; wrecking bar ; pry ; pry bar 	
 shikkaku 	 disqualification 	
 unazuku 	 nod 	 motion 
 kaiaku 	 deterioration ; decline in quality ; declension ; worsening 	
 tonma 	 dumbbell ; dummy ; dope ; boob ; booby ; pinhead 	
 nagaiki 	 longevity ; length of service 	
 saikai 	 reunion ; reunification 	
 kairai 	 dummy 	 figure 
 zenchi 	 omniscience 	 religion 
 sho_ma 	 abrasion ; attrition ; corrasion ; detrition 	
 fukashi 	 invisibility ; invisibleness 	 physics 
 shinbunshi 	 newspaper ; newsprint 	
 hazumi 	 momentum 	 physics 
 umarekawari 	 rebirth ; Renaissance ; Renascence 	
 ayumi 	 walk ; walking 	 health 
 kakugo 	 readiness ; preparedness ; preparation 	
 shakumei 	 vindication ; exoneration 	
 katakushinnyu_zai 	 housebreaking ; break-in ; breaking and entering 	
 unmeironsha 	 fatalist ; determinist ; predestinarian ; predestinationist 	 psychology 
 hakuchi 	 idiocy ; amentia 	 medicine 
 hika 	 dirge ; coronach ; lament ; requiem ; threnody 	 music 
 kafu 	 stoker ; fireman 	 profession 
 sakan 	 comfortable ; easy ; prosperous ; well-fixed ; well-heeled ; well-off ; well-situated ; well-to-do 	 character 
 bachi 	 retribution ; requital 	 law 
 mitsuryo_sha 	 poacher 	
 itameru 	 pain ; anguish ; hurt 	 health 
 kaitenkyo_gi 	 slalom 	
 roji 	 lane 	 mechanical_engineering 
 taiden 	 electrification 	 development 
 jiyu_ka 	 liberalization ; liberalisation ; relaxation 	
 to_kei 	 cockfight 	
 terihaeru 	 glow 	
 enbifuku 	 dress suit ; full dress ; tailcoat ; tail coat ; tails ; white tie ; white tie and tails 	
 saiteki 	 optimum 	 ecology 
 sasu 	 sandbank 	
 akarimado 	 skylight ; fanlight 	 construction 
 shinsetsu 	 gentleness ; softness ; mildness 	
 dokusaiteki 	 dictatorial 	 descriptive_adjectives 
 ho_sha 	 emission ; emanation 	 physics 
 furo_ 	 vagrancy 	 law 
 shadanho_jin 	 corporation ; corp 	 business 
 otokoshu_ 	 manservant 	
 gyakuten 	 reversal 	
 kehai 	 indication ; indicant 	 communication 
 torinasu 	 intercede ; mediate ; intermediate ; liaise ; arbitrate 	
 nenkin 	 annuity ; rente 	 accounting 
 miryoku 	 glamor ; glamour 	
 kenkyu_sha 	 research worker ; researcher ; investigator 	 profession 
 hyo_sha 	 reviewer ; referee ; reader 	 profession 
 kemutai 	 smoky 	
 kyomu 	 nothingness ; void ; nullity ; nihility 	
 kojinshugisha 	 individualist 	 individual 
 kaku 	 paddle 	
 anteika 	 stabilization ; stabilisation 	
 hifuku 	 insulation ; insularity ; insularism ; detachment 	 construction 
 senkei 	 linear ; additive 	
 hariai 	 competition ; contention ; rivalry 	 history 
 fuanshin 	 restlessness ; uneasiness ; queasiness 	
 yukidzumari 	 blind alley ; cul de sac ; dead-end street ; impasse 	
 shu_roku 	 compilation ; compiling 	 aggregation 
 seihon'ya 	 bookbinder 	 profession 
 ko_tai 	 alternation 	
 komori 	 babysitter ; baby-sitter ; sitter 	 profession 
 shinkeitsu_ 	 neuralgia ; neuralgy 	
 zakotsushinkeitsu_ 	 sciatica 	 medicine 
 hohei 	 infantryman ; marcher ; foot soldier ; footslogger 	 profession 
 ippanka 	 abstraction ; generalization ; generalisation 	 economics 
 to_shika 	 investor 	 profession 
 danshakufujin 	 baroness 	
 fukyu_ 	 spread ; spreading 	 finance 
