 対 [たい] 	 against 	 preposition 
 吸う 	 suck 	
 潜水夫 	 diver ; frogman ; underwater diver 	 animal 
 フェリーボート 	 ferry ; ferryboat 	 transport 
 論理的 [ろんりてき] 	 logical 	
 戦士 	 warrior 	 history 
 第四次中東戦争 	 Arab-Israeli War ; Yom Kippur War 	
 マーガリン 	 margarine ; margarin ; oleo ; oleomargarine ; marge 	
 直接的 [ちょくせつてき] 	 direct 	 manufacturing 
 ポンペイ 	 Pompeii 	 city 
 毒科学 [どくかがく] 	 toxicology 	
 長江 	 Chang Jiang ; Changjiang ; Chang ; Yangtze ; Yangtze River ; Yangtze Kiang 	
 子供 	 child ; kid ; youngster ; minor ; shaver ; nipper ; small fry ; tiddler ; tike ; tyke ; fry ; nestling 	 family 
 道徳 	 morality 	 quality 
 診察 	 consultation 	
 倉庫 	 storehouse ; depot ; entrepot ; storage ; store 	 transport 
 居住者 	 resident ; occupant ; occupier 	
 罪人 	 criminal ; felon ; crook ; outlaw ; malefactor 	 law 
 繊維 	 fiber ; fibre 	 material 
 アルツハイマー型認知症 	 Alzheimer's disease ; Alzheimer's ; Alzheimers 	
 チュニス 	 Tunis ; capital of Tunisia 	 capital_city 
 歩行者 	 pedestrian ; walker ; footer 	 police 
 賢明 [けんめい] 	 wisdom ; sapience 	 character 
 電場 	 electric field 	 physics 
 バーゼル 	 Basel ; Basle ; Bale 	 city 
 国際的 [こくさいてき] 	 international 	 adjective 
 重水素 [じゅうすいそ] 	 deuterium ; heavy hydrogen 	 chemistry 
 プログラマー 	 programmer ; computer programmer ; coder ; software engineer 	 profession 
 預言者 	 prophet 	
 特質 	 property ; attribute ; dimension 	 linguistics 
 熱心 	 ardor ; ardour ; elan ; zeal 	 character 
 ホルヘ・ルイス・ボルヘス 	 Borges ; Jorge Borges ; Jorge Luis Borges 	 person 
 ジョージ・ハリスン 	 Harrison ; George Harrison 	 person 
 レズビアン 	 lesbian ; tribade ; gay woman 	 sex 
 嘘つき 	 liar ; prevaricator 	
 層 	 layer ; bed 	 artifact 
 フィボナッチ数 	 Fibonacci number 	 mathematics 
 ディベート 	 argument ; argumentation ; debate 	 mathematics 
 告白 	 confession 	 law 
 アラル海 	 Lake Aral ; Aral Sea 	
 絶対零度 	 absolute zero 	 physics 
 ウラル山脈 	 Urals ; Ural Mountains 	
 白色矮星 	 white dwarf ; white dwarf star 	 astronomy 
 飴玉 [あめだま] 	 candy ; confect 	 valentines_day 
 瀝青 	 bitumen 	 substance 
 ミーノータウロス 	 Minotaur 	 mythology 
 フェルディナン・ド・ソシュール 	 de Saussure ; Ferdinand de Saussure ; Saussure 	 person 
 ロバート・ルイス・スティーヴンソン 	 Stevenson ; Robert Louis Stevenson ; Robert Louis Balfour Stevenson 	 person 
 陽電子 	 positron ; antielectron 	
 クジラ目 	 Cetacea ; order Cetacea 	 animal order 
 長さ 	 length 	 linguistics 
 パンケーキ 	 pancake ; battercake ; flannel cake ; flannel-cake ; flapcake ; flapjack ; griddlecake ; hotcake ; hot cake 	
 オーデル川 	 Oder ; Oder River 	
 はしか 	 measles ; rubeola ; morbilli 	 disease 
 凍原 [とうげん] 	 tundra 	 nature 
 パルサー 	 pulsar 	 astronomy 
 へびつかい座 	 Ophiuchus 	 constellation 
 弁護士 	 advocate ; counsel ; counselor ; counsellor ; counselor-at-law ; pleader 	 profession 
 晩飯 [ばんめし] 	 dinner 	 health 
 知能 	 intelligence 	 career 
 アラブ 	 Arab ; Arabian 	
 イギリスの人物 	 British ; British people ; Brits 	 country2 
 材木 	 lumber ; timber 	 construction 
 休暇 	 vacation ; holiday 	 travelling 
 化学者 	 chemist 	 profession 
 首相 	 Prime Minister ; PM ; premier 	
 シグリ・ウンセット 	 Undset ; Sigrid Undset 	 person 
 偽善 	 hypocrisy 	
 ロキ 	 Loki 	 mythology 
 かみのけ座 	 Coma Berenices 	 constellation 
 エマ・ゴールドマン 	 Goldman ; Emma Goldman 	 person 
 ウィリアム・マッキンリー 	 McKinley ; William McKinley ; President McKinley 	 person 
 灰皿 	 ashtray 	
 カーリング 	 curling 	
 ユダヤ人 	 Jew ; Hebrew ; Israelite 	 individual 
 裏切り 	 treachery ; betrayal ; treason ; perfidy 	 law 
 近親相姦 	 incest 	 sex 
 コンゴ 	 Congo ; Congo River ; Zaire River 	
 ルーター 	 router 	 computers 
 レンズ 	 lens ; lense ; lens system 	 device 
 植物園 	 arboretum ; botanical garden 	
 ものさし 	 rule ; ruler 	 measure 
 成し遂げる 	 achieve ; accomplish ; attain ; reach 	 verb 
 ROM 	 read-only memory ; ROM ; read-only storage ; fixed storage 	 computers 
 ビハール州 	 Bihar 	
 クアラルンプール 	 Kuala Lumpur 	
 抽象的 [ちゅうしょうてき] 	 abstract 	 art 
 スケッチ 	 sketch ; study 	 art 
 破片 	 shard ; sherd ; fragment 	 geology 
 ニールス・アーベル 	 Abel ; Niels Abel ; Niels Henrik Abel 	 person 
 行動 	 action 	 mathematics 
 豊か [ゆたか] 	 abundant 	 descriptive_adjectives 
 横浜市 	 Yokohama 	 city 
 シャベル 	 shovel 	 object 
 賢明 [けんめい] 	 wisdom 	 character 
 ミラード・フィルモア 	 Fillmore ; Millard Fillmore ; President Fillmore 	 person 
 ヘント 	 Gent ; Gand ; Ghent 	 city 
 糖尿病 	 diabetes 	 medicine 
 リンツ 	 Linz ; Lentia 	
 疫学 [えきがく] 	 epidemiology 	
 盆栽 	 bonsai 	 tree 
 先途 [せんど] 	 death ; dying ; demise 	 end 
 重慶市 	 Chongqing ; Chungking 	 city 
 ゴア州 	 Goa 	
 画素 	 pixel ; pel ; picture element 	 computers 
 倉庫 	 warehouse ; storage warehouse 	 transport 
 ピストン 	 piston ; plunger 	 mechanical_engineering 
 シャンペン 	 champagne ; bubbly 	 food 
 洗礼者ヨハネ 	 John the Baptist ; St. John the Baptist 	 religion 
 操り人形 [あやつりにんぎょう] 	 puppet ; marionette 	 figure 
 汚物 [おぶつ] 	 dirt ; filth ; grime ; soil ; stain ; grease ; grunge 	
 資本 	 capital ; working capital 	 business 
 条例 [じょうれい] 	 regulation ; ordinance 	 economics 
 石切り場 	 pit ; quarry ; stone pit 	 geology 
 知事 	 governor 	 profession 
 平均 	 average ; norm 	 mathematics 
 カーディフ 	 Cardiff 	 city 
 殺虫剤 	 pesticide 	 agriculture 
 ジャン・シベリウス 	 Sibelius ; Jean Sibelius ; Johan Julius Christian Sibelius 	 person 
 噛む 	 chew ; masticate ; manducate ; jaw 	
 蹄 [ひづめ] 	 hoof 	
 訪問客 	 visitor ; visitant 	
 幻覚 	 magic trick ; conjuring trick ; trick ; magic ; legerdemain ; conjuration ; thaumaturgy ; illusion ; deception 	
 勇ましい [いさましい] 	 valiant ; valorous 	 descriptive_adjectives 
 クラウディオ・モンテヴェルディ 	 Monteverdi ; Claudio Monteverdi 	 person 
 アメンホテプ4世 	 Akhenaton ; Akhenaten ; Ikhanaton ; Amenhotep IV 	
 チューリングマシン 	 Turing machine 	 device 
 不安 	 apprehension ; apprehensiveness ; dread 	
 理想 	 ideal ; paragon ; nonpareil ; saint ; apotheosis ; nonesuch ; nonsuch 	 mathematics 
 プレーヤー 	 reader 	 profession 
 科学的方法 	 scientific method 	
 方法論 [ほうほうろん] 	 methodology 	 management 
 ニス 	 varnish 	 construction 
 タービン 	 turbine 	 device 
 しみ 	 smudge ; spot ; blot ; daub ; smear ; smirch ; slur 	
 アンデルス・セルシウス 	 Celsius ; Anders Celsius 	 person 
 メル・ギブソン 	 Gibson ; Mel Gibson ; Mel Columcille Gerard Gibson 	
 ハムレット 	 Hamlet 	
 平等 	 equality ; equivalence ; equation ; par 	 position 
 ミケランジェロ・メリージ 	 Caravaggio ; Michelangelo Merisi da Caravaggio 	 person 
 バウハウス 	 Bauhaus 	
 アメン 	 Amen ; Amon ; Amun 	
 ポワトゥー＝シャラント地域圏 	 Poitou-Charentes ; Poitou 	
 岩石学 	 petrology ; lithology 	
 洞穴 [ほらあな] 	 grotto ; grot 	
 エアバス 	 airbus 	
 エタン 	 ethane ; C2H6 	 chemistry 
 看護婦 	 nurse 	 profession 
 行法 	 meditation 	
 オークランド 	 Auckland 	 city 
 造る [つくる] 	 manufacture ; fabricate ; construct 	 make 
 レオニード・ブレジネフ 	 Brezhnev ; Leonid Brezhnev ; Leonid Ilyich Brezhnev 	 person 
 与格 	 dative ; dative case 	 linguistics 
 現実 	 world ; reality 	
 かぼちゃ 	 pumpkin 	 vegetable 
 テルビウム 	 terbium ; Tb ; atomic number 65 	 chemistry 
 レントゲニウム 	 roentgenium ; Rg ; element 111 ; atomic number 111 	 chemical element 
 ノーフォーク島 	 Norfolk Island 	
 トナカイ 	 caribou ; reindeer ; Greenland caribou ; Rangifer tarandus 	 animal 
 代理店 	 agency 	 finance 
 歯科医術 	 dentistry ; dental medicine ; odontology 	
 エクトル・ベルリオーズ 	 Berlioz ; Hector Berlioz ; Louis-Hector Berlioz 	 person 
 許し 	 forgiveness ; pardon 	 religion 
 施設 [しせつ] 	 institution ; establishment 	 society 
 ユトランド半島 	 Jutland ; Jylland 	
 農夫 [のうふ] 	 peasant ; provincial ; bucolic 	 history 
 粘着剤 [ねんちゃくざい] 	 adhesive material ; adhesive agent ; adhesive 	 material 
 サマリウム 	 samarium ; Sm ; atomic number 62 	 chemistry 
 堆積岩 	 sedimentary rock 	
 条項 	 article ; clause 	 linguistics 
 マイトネリウム 	 meitnerium ; Mt ; element 109 ; atomic number 109 	 chemical element 
 蜂の巣 [はちのす] 	 beehive ; hive 	 world 
 絶望 	 despair ; desperation 	 condition 
 オルダス・ハクスリー 	 Huxley ; Aldous Huxley ; Aldous Leonard Huxley 	 person 
 ムクドリ科 	 starling 	 animal 
 ダームスタチウム 	 darmstadtium ; Ds ; element 110 ; atomic number 110 	 chemical element 
 灯油 	 kerosene ; kerosine ; lamp oil ; coal oil 	
 全ろう (まったく耳の聞こえない状態) 	 deafness ; hearing loss 	
 破る 	 break 	 verb 
 バークリウム 	 berkelium ; Bk ; atomic number 97 	 chemistry 
 連邦捜査局 	 Federal Bureau of Investigation ; FBI 	
 山雀 [やまがら] 	 titmouse ; tit 	 animal 
 生物地理学 	 biogeography 	
 王朝 	 dynasty 	
 直す 	 bring around ; cure ; heal 	 health 
 競技場 	 arena 	 area 
 救急車 	 ambulance 	 transport 
 獣医 [じゅうい] 	 veterinarian ; veterinary ; veterinary surgeon ; vet 	 profession 
 羚羊 [れいよう] 	 antelope 	 animal 
 イナゴ 	 locust 	 animal 
 ヘンリー・キッシンジャー 	 Kissinger ; Henry Kissinger ; Henry Alfred Kissinger 	
 アミン 	 amine ; aminoalkane 	 chemistry 
 陶磁器 	 ceramic 	
 汚泥 	 sludge ; slime ; goo ; goop ; gook ; guck ; gunk ; muck ; ooze 	 ecology 
 WAN 	 wide area network ; WAN 	 computers 
 望み 	 hope 	 religion 
 おもしろい 	 interesting 	 adjective 
 クビライ 	 Kublai Khan ; Kubla Khan ; Kublai Kaan 	 person 
 上院議会 	 senate 	
 テグシガルパ 	 Tegucigalpa ; Honduran capital 	 city 
 家賃 	 rent 	 accounting 
 人手 [ひとで] 	 starfish ; sea star 	 animal 
 ロビー 	 anteroom ; antechamber ; entrance hall ; hall ; foyer ; lobby ; vestibule 	 house 
 菜食主義 	 vegetarianism 	
 ハッシウム 	 hassium ; Hs ; element 108 ; atomic number 108 	 chemical element 
 弱い [よわい] 	 sensitive ; sore ; raw ; tender 	 character 
 ろ座 	 Fornax 	 constellation 
 アール・ヌーヴォー 	 art nouveau 	
 保護する 	 protect 	 fitness 
 気管 	 trachea ; windpipe 	 anatomy 
 小論 	 essay 	 literature 
 友好的 [ゆうこうてき] 	 friendly 	 adjective 
 輸出 	 export ; exportation 	 transport 
 非金属 [ひきんぞく] 	 nonmetal 	 chemical element 
 表題 	 heading ; header ; head 	 computers 
 イブン＝スィーナー 	 Avicenna ; ibn-Sina ; Abu Ali al-Husain ibn Abdallah ibn Sina 	
 イントラネット 	 intranet 	 computers 
 天才 	 genius ; mastermind ; brain ; brainiac ; Einstein 	
 優しい 	 indulgent ; lenient ; soft 	 character 
 アンフィテアトルム 	 amphitheater ; amphitheatre ; coliseum 	
 オリーブ 	 olive ; European olive tree ; Olea europaea 	 food 
 癩病 [らいびょう] 	 leprosy ; Hansen's disease 	 medicine 
 蓋 [ふた] 	 cap 	 clothes 
 強風 	 gale 	 weather 
 細胞質 	 cytoplasm ; cytol 	 biology 
 諭す [さとす] 	 warn 	
 ヨム・キプル 	 Yom Kippur ; Day of Atonement 	
 暴君 	 tyrant ; autocrat ; despot 	 military 
 プレトリア 	 Pretoria ; capital of South Africa 	 capital_city 
 鼻汁 	 mucus ; mucous secretion 	 medicine 
 楽観 	 optimism 	 character 
 自治 	 autonomy ; liberty 	 law 
 運動場 	 playground 	 travelling 
 溶剤 	 solvent ; dissolvent ; dissolver ; dissolving agent ; resolvent 	 chemistry 
 アポストロフィ 	 apostrophe 	 linguistics 
 合わせる [あわせる] 	 unite ; unify ; merge 	 alter 
 アトラス山脈 	 Atlas Mountains 	
 支配者 	 overlord ; master ; lord 	 profession 
 ウシ目 	 even-toed ungulate ; artiodactyl ; artiodactyl mammal 	 mammal 
 郭公 [かっこう] 	 cuckoo 	 animal 
 ダッカ 	 Dhaka ; Dacca ; capital of Bangladesh 	 capital_city 
 接尾辞 	 suffix ; postfix 	 linguistics 
 ヘブライ文字 	 Hebrew alphabet ; Hebraic alphabet ; Hebrew script 	
 シーボーギウム 	 seaborgium ; Sg ; element 106 ; atomic number 106 	 chemical element 
 恐ろしい 	 atrocious ; frightful ; horrifying ; horrible ; ugly 	
 幼稚園 	 kindergarten 	
 ケンタウルス座アルファ星 	 Alpha Centauri ; Rigil Kent ; Rigil 	
 ブルース・リー 	 Lee ; Bruce Lee ; Lee Yuen Kam 	 person 
 支出 [ししゅつ] 	 outgo ; spending ; expenditure ; outlay 	 manufacturing 
 卵子 	 ovum ; egg cell 	 biology 
 一酸化炭素 	 carbon monoxide ; carbon monoxide gas ; CO 	
 国籍 	 nationality 	 position 
 イサドラ・ダンカン 	 Duncan ; Isadora Duncan 	 person 
 アコンカグア 	 Aconcagua 	
 幹 	 trunk ; tree trunk ; bole 	 biology 
 区画 [くかく] 	 compartment 	 room 
 蘇生 [そせい] 	 resurrection 	
 放射 	 radiation 	 physics 
 ザカリー・テイラー 	 Taylor ; Zachary Taylor ; President Taylor 	 person 
 アストラハン 	 Astrakhan 	
 例外 	 exception 	 real_estate 
 美しい 	 adorable ; endearing ; lovely 	 character 
 ペルナンブーコ州 	 Recife ; Pernambuco 	 city 
 塩化ナトリウム 	 sodium chloride ; common salt 	 chemistry 
 指揮者 	 commanding officer ; commandant ; commander 	 military 
 カルパティア山脈 	 Carpathians ; Carpathian Mountains 	
 ビキニ 	 bikini ; two-piece 	 sex 
 イシス 	 Isis 	
 シャンパーニュ＝アルデンヌ地域圏 	 Champagne ; Champagne-Ardenne 	
 追跡 	 pursuit ; chase ; pursual ; following 	 motion 
 開拓者 	 pioneer 	
 攻城 [こうじょう] 	 siege ; besieging ; beleaguering ; military blockade 	 military 
 ソネット 	 sonnet 	 literature 
 瓦礫 [がれき] 	 debris ; dust ; junk ; rubble ; detritus 	
 前進 	 progress ; progression ; advance 	 manufacturing 
 写真家 	 photographer ; lensman 	 profession 
 拒否権 	 veto 	 law 
 章 	 chapter 	 linguistics 
 DOS 	 DOS ; disk operating system 	 computers 
 診療所 	 clinic 	 health 
 アッシリア 	 Assyria 	
 アッシジのフランチェスコ 	 Francis of Assisi ; Saint Francis of Assisi ; St. Francis of Assisi ; Saint Francis ; St. Francis ; Giovanni di Bernardone 	 person 
 毒 	 venom 	 biology 
 関節 	 joint ; articulation ; articulatio 	 anatomy 
 何処か [どこか] 	 somewhere ; someplace 	
 カルナータカ州 	 Karnataka ; Mysore 	
 会話 	 conversation 	 management 
 刺胞動物 	 Cnidaria ; phylum Cnidaria ; Coelenterata ; phylum Coelenterata 	
 信心深い 	 pious 	
 古い [ふるい] 	 ancient 	
 優美 	 grace ; good will ; goodwill 	 character 
 解毒剤 	 antidote ; counterpoison 	 medicine 
 相棒 	 buddy ; brother ; chum ; crony ; pal ; sidekick 	
 篩 [ふるい] 	 sieve ; screen 	 device 
 悪漢 [あっかん] 	 rogue ; knave ; rascal ; rapscallion ; scalawag ; scallywag ; varlet 	 police 
 社会言語学 	 sociolinguistics 	
 タシュケント 	 Tashkent ; Taskent ; capital of Uzbek 	 capital_city 
 デジデリウス・エラスムス 	 Erasmus ; Desiderius Erasmus ; Gerhard Gerhards ; Geert Geerts 	 person 
 エピクロス 	 Epicurus 	
 大枝 	 bough 	 tree 
 鑢 [やすり] 	 file 	 object 
 コラージュ 	 collage ; montage 	 art 
 民族誌 	 ethnography ; descriptive anthropology 	
 グラナダ 	 Granada 	
 語彙 [ごい] 	 vocabulary ; lexicon ; mental lexicon 	 linguistics 
 輝く [かがやく] 	 shine ; beam 	
 実際 	 practice 	 art 
 序 	 foreword ; preface ; prolusion 	 literature 
 真の [しんの] 	 real ; existent 	 adjective 
 チェンナイ 	 Chennai ; Madras 	 city 
 アデレード 	 Adelaide 	
 旅行 	 trip 	 transport 
 情景 [じょうけい] 	 sight 	
 批評家 	 critic 	 profession 
 エウリピデス 	 Euripides 	
 カンヌ 	 Cannes 	 city 
 スフィンクス 	 sphinx 	
 トランク 	 trunk 	 automobiles 
 寂しい 	 lone ; lonesome ; only ; sole ; solitary 	 descriptive_adjectives 
 ラビ 	 rabbi 	 profession 
 感知 [かんち] 	 percept ; perception ; perceptual experience 	 economics 
 邪悪 	 evil 	
 シッキム州 	 Sikkim 	
 司書 	 librarian ; bibliothec 	 profession 
 ココナッツ 	 coconut ; coconut palm ; coco palm ; coco ; cocoa palm ; coconut tree ; Cocos nucifera 	 palm 
 青年時代 	 youth 	
 ごみ 	 garbage ; refuse ; food waste ; scraps 	
 ジャック・デリダ 	 Derrida ; Jacques Derrida 	 person 
 フォルモサ 	 Taiwan ; Formosa 	
 欲深い 	 avaricious ; covetous ; grabby ; grasping ; greedy ; prehensile 	 descriptive_adjectives 
 持参金 	 dowry ; dowery ; dower ; portion 	
 軌範 [きはん] 	 norm 	 mathematics 
 石器時代 	 Stone Age 	
 大家 	 maestro ; master 	 profession 
 ペルミ 	 Perm ; Molotov 	 city 
